iter	RMSE
191	17394.51795
192	17347.83485
193	17330.17813
194	17309.54946
195	17249.27649
196	17180.62341
197	17164.04975
198	17101.01063
199	17040.64975
200	17027.97496
201	16983.73354
202	16913.84343
203	16894.13516
204	16865.88265
205	16803.78817
206	16753.89446
207	16730.72528
208	16714.25585
209	16652.79807
210	16593.68156
211	16576.65147
212	16562.13915
213	16519.33179
214	16509.41566
215	16462.82509
216	16411.73186
217	16365.57058
218	16317.31911
219	16301.11328
220	16248.23478
221	16200.69411
222	16152.43048
223	16141.28709
224	16077.29573
225	16069.28638
226	16009.96863
227	15971.05637
228	15921.83444
229	15902.63753
230	15866.58028
231	15856.94004
232	15844.86487
233	15782.82254
234	15752.50548
235	15707.17359
236	15688.69292
237	15650.76528
238	15608.79915
239	15595.59436
240	15553.95571
241	15542.90557
242	15482.03594
243	15443.72717
244	15420.66118
245	15380.52559
246	15330.7124
247	15320.96446
248	15312.09746
249	15300.58447
250	15290.25771
251	15253.04206
252	15204.42945
253	15169.95748
254	15119.7421
255	15079.85299
256	15028.90354
257	15018.24746
258	14986.12449
259	14977.36594
260	14937.8588
261	14910.54905
262	14879.24912
263	14860.75213
264	14832.88095
265	14816.12502
266	14758.82094
267	14717.13475
268	14678.66472
269	14625.67514
270	14588.48243
271	14580.84925
272	14559.25499
273	14527.70427
274	14500.05636
275	14461.86754
276	14418.63894
277	14374.31421
278	14350.15657
279	14325.51821
280	14293.11796
281	14255.73605
282	14219.46917
283	14171.87176
284	14125.552
285	14100.40079
286	14049.562
287	14013.43453
288	13962.21741
289	13913.41007
290	13886.4146
291	13833.8926
292	13823.0989
293	13795.13876
294	13761.07387
295	13731.57836
296	13684.44913
297	13645.91775
298	13595.49033
299	13588.60381
300	13558.96616
301	13516.04255
302	13480.05465
303	13440.57317
304	13396.80866
305	13365.1725
306	13322.06044
307	13289.0925
308	13255.95011
309	13221.76994
310	13189.66649
311	13167.74333
312	13138.6153
313	13114.54255
314	13085.78229
315	13047.66595
316	13014.7342
317	12976.24346
318	12924.63963
319	12894.16143
320	12878.12709
321	12854.68688
322	12824.04124
323	12787.3446
324	12766.48572
325	12746.17886
326	12722.2511
327	12684.31347
328	12654.42146
329	12613.69715
330	12584.27674
331	12552.61403
332	12514.86455
333	12494.67758
334	12473.14225
335	12445.4536
336	12424.16903
337	12392.01021
338	12372.27982
339	12337.59789
340	12300.9835
341	12276.36313
342	12256.54919
343	12237.81684
344	12224.8214
345	12187.65096
346	12159.83672
347	12120.44888
348	12102.87551
349	12073.07367
350	12064.14336
351	12049.22305
352	12043.15339
353	12012.34441
354	12008.02531
355	11979.25177
356	11944.42186
357	11927.88186
358	11881.05846
359	11867.66684
360	11837.46676
361	11808.71992
362	11785.79677
363	11761.54146
364	11735.3978
365	11727.38775
366	11706.89387
367	11667.27048
368	11645.42187
369	11607.8371
370	11581.33282
371	11547.13109
372	11531.06329
373	11519.79339
374	11487.75554
375	11473.78457
376	11444.49261
377	11434.88565
378	11425.68911
379	11387.72467
380	11361.45978
381	11337.51134
382	11298.0265
383	11268.60413
384	11240.4852
385	11222.54006
386	11199.0594
387	11163.15125
388	11137.46357
389	11116.36356
390	11087.21744
391	11073.46843
392	11048.61261
393	11021.10509
394	10999.20217
395	10972.86134
396	10944.80575
397	10903.71027
398	10866.43264
399	10848.24863
400	10824.85313
401	10803.43857
402	10779.63943
403	10742.26376
404	10725.92455
405	10715.31907
406	10681.08605
407	10660.38428
408	10632.69667
409	10606.9437
410	10581.82086
411	10551.15297
412	10518.85854
413	10497.01571
414	10476.68253
415	10454.86852
416	10434.77213
417	10418.5817
418	10403.67952
419	10383.29864
420	10358.50686
421	10347.24384
422	10336.50568
423	10318.63269
424	10301.62495
425	10280.16902
426	10271.72304
427	10239.35956
428	10213.54231
429	10195.83018
430	10185.18919
431	10160.13051
432	10127.50757
433	10104.05024
434	10081.91135
435	10061.32259
436	10036.86471
437	10006.87302
438	10000.92749
439	9981.960595
440	9946.790808
441	9935.058675
442	9906.238601
443	9891.90004
444	9860.523513
445	9834.33262
446	9815.456008
447	9799.261309
448	9782.290289
449	9778.053549
450	9761.121104
451	9739.372155
452	9734.045038
453	9721.765755
454	9703.555538
455	9684.973401
456	9659.763361
457	9636.852645
458	9619.130342
459	9595.546936
460	9577.613379
461	9565.52671
462	9547.266016
463	9529.771862
464	9498.368975
465	9474.500921
466	9446.639581
467	9420.654624
468	9397.076755
469	9374.134579
470	9353.828996
471	9329.960974
472	9326.339509
473	9304.064579
474	9284.776674
475	9258.243794
476	9253.770876
477	9225.096701
478	9204.744461
479	9184.568928
480	9160.423104
481	9157.327195
482	9130.565218
483	9116.361721
484	9084.862046
485	9071.471778
486	9049.61574
487	9028.311871
488	9012.357907
489	8996.123482
490	8979.874313
491	8960.205746
492	8944.069978
493	8931.536643
494	8909.665402
495	8889.516276
496	8876.121688
497	8843.243567
498	8827.635253
499	8811.056017
500	8796.85168
501	8785.382942
502	8764.670954
503	8744.154228
504	8716.364723
505	8703.687288
506	8689.09598
507	8669.440766
508	8649.052651
509	8638.862106
510	8629.645385
511	8608.078726
512	8593.591266
513	8580.839177
514	8561.470261
515	8544.977949
516	8523.080131
517	8519.494811
518	8507.877419
519	8484.756192
520	8462.479713
521	8438.058078
522	8421.374348
523	8397.98872
524	8395.138915
525	8368.890627
526	8358.609369
527	8349.045125
528	8333.52893
529	8313.42282
530	8292.190143
531	8274.539097
532	8253.732009
533	8233.838626
534	8224.753392
535	8202.998237
536	8187.848403
537	8171.883511
538	8165.523645
539	8156.583236
540	8144.494142
541	8130.459144
542	8127.801425
543	8113.080745
544	8098.505749
545	8075.048025
546	8059.262271
547	8043.746682
548	8036.438674
549	8019.797875
550	8015.538379
551	8001.941749
552	7980.974617
553	7963.839781
554	7948.03812
555	7944.639397
556	7928.502149
557	7910.772107
558	7907.024698
559	7875.174915
560	7856.542794
561	7841.659913
562	7821.856032
563	7806.336625
564	7791.181522
565	7775.775702
566	7756.076702
567	7743.214694
568	7730.504381
569	7715.97255
570	7700.42416
571	7680.514955
572	7662.913845
573	7638.926036
574	7628.945826
575	7602.133494
576	7591.763875
577	7578.648776
578	7559.076904
579	7544.263201
580	7534.042185
581	7523.620315
582	7506.033952
583	7503.433675
584	7491.295849
585	7483.151849
586	7471.462625
587	7453.098209
588	7435.4718
589	7425.257015
590	7422.874505
591	7407.583167
592	7395.019526
593	7378.797582
594	7358.912396
595	7343.7853
596	7325.813112
597	7306.397459
598	7292.70034
599	7277.828825
600	7274.06139
601	7254.935911
602	7235.990152
603	7217.828534
604	7198.694078
605	7190.92223
606	7182.127243
607	7169.237428
608	7147.108162
609	7131.518346
610	7118.433312
611	7107.67233
612	7087.145729
613	7076.415269
614	7053.015311
615	7041.405694
616	7027.366162
617	7011.15073
618	6997.218036
619	6986.3335
620	6968.595712
621	6954.019088
622	6943.367059
623	6927.564082
624	6913.744336
625	6911.642434
626	6893.71304
627	6886.408354
628	6861.827535
629	6844.201302
630	6841.94372
631	6824.282819
632	6817.152841
633	6797.823169
634	6782.619066
635	6775.556523
636	6764.942868
637	6752.698248
638	6738.251174
639	6736.029176
640	6719.887651
641	6704.516352
642	6687.45235
643	6669.006676
644	6653.782646
645	6640.568322
646	6622.893658
647	6614.56988
648	6612.244227
649	6596.7822
650	6584.103299
651	6571.090801
652	6563.619733
653	6555.96499
654	6534.347435
655	6517.78389
656	6505.036354
657	6481.556777
658	6468.101331
659	6458.310747
660	6446.451898
661	6444.412014
662	6437.612297
663	6421.025015
664	6404.397593
665	6388.976736
666	6376.751281
667	6363.136008
668	6349.738857
669	6335.811096
670	6321.047168
671	6308.794128
672	6304.977834
673	6291.096762
674	6284.832838
675	6275.262305
676	6259.326809
677	6241.835488
678	6226.500139
679	6220.814824
680	6204.089208
681	6184.030026
682	6176.328789
683	6164.024605
684	6157.438033
685	6139.37251
686	6133.187186
687	6122.300606
688	6108.582382
689	6104.075599
690	6092.0742
691	6080.397212
692	6067.954329
693	6060.353638
694	6052.862746
695	6044.574156
696	6031.810142
697	6021.32391
698	6013.334232
699	6002.661617
700	5997.373532
701	5988.017954
702	5976.370356
703	5974.673521
704	5959.873331
705	5945.402239
706	5934.333304
707	5921.241869
708	5909.585515
709	5908.090392
710	5895.258707
711	5893.129693
712	5883.753651
713	5871.716702
714	5859.551003
715	5847.252933
716	5830.511478
717	5823.217468
718	5811.901106
719	5797.514383
720	5787.998082
721	5769.475477
722	5755.173291
723	5746.553996
724	5735.609737
725	5725.491644
726	5711.589219
727	5700.987973
728	5693.85046
729	5673.694858
730	5672.383501
731	5663.705414
732	5655.614903
733	5641.968646
734	5633.033135
735	5629.158743
736	5620.37399
737	5606.724291
738	5591.347555
739	5579.816009
740	5578.348108
741	5562.157471
742	5551.842467
743	5547.674366
744	5531.034454
745	5519.320763
746	5501.508916
747	5499.780033
748	5482.340299
749	5468.542748
750	5456.003976
751	5438.652188
752	5424.314398
753	5414.325785
754	5406.19414
755	5390.997583
756	5386.99155
757	5370.373636
758	5357.529328
759	5346.353405
760	5334.984758
761	5319.346361
762	5314.951123
763	5301.686317
764	5284.30185
765	5274.519579
766	5265.090441
767	5255.655708
768	5248.59733
769	5239.898444
770	5225.797325
771	5210.350052
772	5191.621209
773	5179.833593
774	5167.531149
775	5158.418431
776	5155.714321
777	5141.342436
778	5139.515273
779	5131.839892
780	5126.392644
781	5119.617616
782	5108.661608
783	5104.487011
784	5097.417041
785	5088.8158
786	5076.63336
787	5064.388869
788	5062.575302
789	5053.74006
790	5046.727823
791	5030.217397
792	5023.957853
793	5014.563487
794	5013.501732
795	5001.091249
796	4989.631446
797	4982.797198
798	4974.637244
799	4965.549338
800	4948.56239
801	4937.651948
802	4926.131583
803	4920.90509
804	4908.786865
805	4899.880606
806	4893.398309
807	4878.816389
808	4867.596886
809	4855.107127
810	4839.962068
811	4834.632625
812	4819.369884
813	4809.13475
814	4799.442257
815	4789.957927
816	4780.22885
817	4772.316842
818	4761.198916
819	4748.697873
820	4742.371378
821	4736.787974
822	4724.177588
823	4717.276752
824	4705.605022
825	4696.959958
826	4686.263156
827	4669.899896
828	4659.423457
829	4653.506625
830	4641.42608
831	4634.470714
832	4624.890485
833	4615.723685
834	4607.216361
835	4603.829823
836	4597.094625
837	4588.647888
838	4580.351938
839	4572.915017
840	4568.540072
841	4556.06967
842	4543.300689
843	4542.332428
844	4532.559707
845	4521.248533
846	4510.395384
847	4509.523611
848	4499.196503
849	4488.564585
850	4482.608851
851	4472.534039
852	4463.878396
853	4461.050468
854	4450.618867
855	4443.629381
856	4434.405752
857	4421.652232
858	4407.781648
859	4396.61418
860	4392.948984
861	4378.994321
862	4364.957812
863	4356.827322
864	4348.771437
865	4339.228157
866	4332.050665
867	4323.669639
868	4316.576791
869	4307.738307
870	4303.939813
871	4295.370203
872	4288.445214
873	4281.924866
874	4273.018712
875	4265.698412
876	4256.810793
877	4244.396992
878	4235.161566
879	4229.474825
880	4216.590714
881	4210.399723
882	4202.112257
883	4198.781156
884	4191.358921
885	4186.204032
886	4178.730633
887	4169.643716
888	4161.007863
889	4150.944265
890	4144.668514
891	4136.517776
892	4135.583226
893	4125.368956
894	4117.238771
895	4112.562948
896	4107.834733
897	4099.846329
898	4089.988445
899	4089.067987
900	4082.603245
901	4078.792135
902	4065.929241
903	4059.449441
904	4053.656189
905	4043.071989
906	4035.444245
907	4029.780939
908	4022.770301
909	4011.987352
910	3999.679638
911	3990.667818
912	3982.815245
913	3969.264987
914	3961.111641
915	3956.13818
916	3946.475721
917	3939.572028
918	3933.759607
919	3921.988754
920	3915.558487
921	3901.864173
922	3893.185239
923	3884.964955
924	3878.487021
925	3870.161153
926	3864.298777
927	3857.516948
928	3846.079801
929	3840.358401
930	3836.347212
931	3825.713354
932	3823.236756
933	3813.453591
934	3810.812757
935	3804.149884
936	3791.972061
937	3783.276958
938	3774.986368
939	3770.649261
940	3764.418438
941	3752.956087
942	3742.460215
943	3734.484471
944	3729.743375
945	3720.74539
946	3712.328846
947	3706.781099
948	3695.113504
949	3687.424412
950	3683.354826
951	3676.58073
952	3670.973796
953	3667.177082
954	3660.366117
955	3652.391361
956	3647.24316
957	3642.201946
958	3635.847638
959	3630.034786
960	3624.448707
961	3618.371094
962	3609.286297
963	3606.053892
964	3594.756563
965	3586.963469
966	3580.270128
967	3570.920883
968	3566.340396
969	3561.666469
970	3554.030716
971	3547.282259
972	3538.020434
973	3530.282682
974	3523.306926
975	3516.33652
976	3511.16114
977	3504.158047
978	3499.198058
979	3490.822442
980	3485.440666
981	3484.275051
982	3480.37214
983	3476.058204
984	3473.212123
985	3466.169006
986	3458.654878
987	3447.721031
988	3438.619981
989	3429.943183
990	3421.353087
991	3414.291993
992	3406.180599
993	3398.284553
994	3390.958478
995	3383.245643
996	3373.205839
997	3367.48527
998	3356.269468
999	3349.233489
